route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
9390,1,5928698,Alemany Boulevard,0,6703,113209
9390,1,5928697,Alemany Boulevard,0,6704,113209
9390,1,5928696,Alemany Boulevard,0,6703,113209
9390,1,5928747,Alemany Boulevard,0,6704,113209
9390,1,5928746,Alemany Boulevard,0,6703,113209
9390,1,5928745,Alemany Boulevard,0,6704,113209
9390,1,5928744,Alemany Boulevard,0,6703,113209
9390,2,5928884,24th Street & Mission,1,6702,113210
9390,2,5928885,24th Street & Mission,1,6701,113210
9390,2,5928886,24th Street & Mission,1,6702,113210
9390,2,5928887,24th Street & Mission,1,6701,113210
9390,2,5928888,24th Street & Mission,1,6702,113210
9390,2,5928889,24th Street & Mission,1,6701,113210
9390,2,5928890,24th Street & Mission,1,6702,113210
9390,2,5928891,24th Street & Mission,1,6701,113210
9390,1,5928751,24th Street & Mission,1,6704,113210
9390,1,5928750,24th Street & Mission,1,6703,113210
9390,1,5928749,24th Street & Mission,1,6704,113210
9390,1,5928748,24th Street & Mission,1,6703,113210
9390,1,5928763,24th Street & Mission,1,6704,113210
9390,1,5928762,24th Street & Mission,1,6703,113210
9390,1,5928761,24th Street & Mission,1,6704,113210
9390,1,5928760,24th Street & Mission,1,6703,113210
9390,1,5928759,24th Street & Mission,1,6704,113210
9390,1,5928758,24th Street & Mission,1,6703,113210
9390,1,5928757,24th Street & Mission,1,6704,113210
9390,1,5928756,24th Street & Mission,1,6703,113210
9390,1,5928755,24th Street & Mission,1,6704,113210
9390,1,5928754,24th Street & Mission,1,6703,113210
9390,1,5928753,24th Street & Mission,1,6704,113210
9390,1,5928752,24th Street & Mission,1,6703,113210
9390,1,5928796,24th Street & Mission,1,6704,113210
9390,1,5928764,24th Street & Mission,1,6703,113210
9390,1,5928798,24th Street & Mission,1,6704,113210
9390,1,5928795,24th Street & Mission,1,6703,113210
9390,1,5928794,24th Street & Mission,1,6704,113210
9390,1,5928793,24th Street & Mission,1,6703,113210
9390,1,5928713,Alemany Boulevard,0,6704,113209
9390,1,5928712,Alemany Boulevard,0,6701,113209
9390,1,5928711,Alemany Boulevard,0,6702,113209
9390,1,5928710,Alemany Boulevard,0,6701,113209
9390,1,5928709,Alemany Boulevard,0,6702,113209
9390,1,5928708,Alemany Boulevard,0,6701,113209
9390,1,5928707,Alemany Boulevard,0,6702,113209
9390,1,5928706,Alemany Boulevard,0,6701,113209
9390,1,5928705,Alemany Boulevard,0,6702,113209
